,comm_date,author,author_id,likes,comment,video_id
28,2024-12-04T07:38:07Z,@sribanonsurjatman3515,UCXk2NdZBtnJrf2Fbgu5qNMA,0,"Om Ded tahu kasus tukang Teh n Gus Miftah, mungkin akan bilang digoblokin Miftah membawa berkah, moga Miftah nambah hati2.",gp0o0THVR6M
29,2024-12-04T07:33:23Z,@fitri735,UCem1DLAdiU5GHzfzsBc1omQ,1,"Yang nolomg bijaksana, yg ditolong jg adabnya luar biasa, masih ada kata gak eanak, takut nyusahin, takut ngerepotin,, beruntung bgt Nada mendapatkan kasih sayang dari 2 sosok hebat ini,, respect,, aku salfok drtd ama kulitnya Nada,, putih bgt, bersih, gak pke filter2an, Bertumbuhlah terus Nada, Indonesia butuh pemuda/i hebat di masa depan",gp0o0THVR6M
30,2024-12-04T07:32:21Z,@rainnsh1960,UCNrNNRnui6Zd2mwpkr_IrBg,0,Kayak penyakitnya Hae-in di drakor Queen Of Tears😢,gp0o0THVR6M
31,2024-12-04T07:31:57Z,@muhammadubaidillahali,UC6dh-t-XdikCh-ZK6AukwnA,0,Ditunggu undangan miftah di podcast,gp0o0THVR6M
32,2024-12-04T07:30:10Z,@loozigm2410,UCfm3bNfA1_0cglONc1jUQsQ,0,Siapa yg naroh bakwan di sini😢,gp0o0THVR6M
33,2024-12-04T07:29:37Z,@dwisekarayu8681,UCOSJlzgOffwp9Z_PfIMztcA,0,"Duh ga bisa ngomong, alhamdulillah semua saling mendukunh, orang baik ketemu orang baik...semoga selalu seperti ini selamanya, semoga disayang dan diberkahi Allah SWT, aamiin",gp0o0THVR6M
34,2024-12-04T07:25:29Z,@vicowijaya9295,UCRAQOYEmP6cfLOC8uKaO5Fw,0,"Aq senang banget lihat ini,indahnya klau lihat kebersamaan",gp0o0THVR6M
35,2024-12-04T07:22:56Z,@novichristiana4134,UC8wpdvNUfeu286H8PGBWBPw,0,Aduh 15:36 mengandung bawang,gp0o0THVR6M
36,2024-12-04T07:22:53Z,@Inara_Abiyu,UCD3sl52IHhaVZxJrSzyvirg,0,Sedih gw om ded 😢😢😢,gp0o0THVR6M
37,2024-12-04T07:22:21Z,@AnnisaMutiaraDewi-b8y,UCa9PK_pZHN7FhT4Nf9u1xjw,0,"seseru tu d awal ,mewek d akhir.😢",gp0o0THVR6M
38,2024-12-04T07:19:03Z,@coconut2697,UCiKTv3kWwbN2yg6YeaVRWZg,0,Puji Tuhan ya om Beben sehat kembali. Bener2 pertolongan Tuhan tiada batas. Semoga sehat terus om Beben 🙏😊,gp0o0THVR6M
39,2024-12-04T07:14:16Z,@EverythingAboutIndonesia,UCVflTx3RRsjzE8Z-0Rnhsmg,0,Masya Allah. Semoga berkah Bang Dedi,gp0o0THVR6M
40,2024-12-04T07:12:01Z,@rizkyadhitya4152,UCl9vrtV44qDdVLIY1uNOx3g,0,"bagus jg main muskinya om ben, belajar darimana yah",gp0o0THVR6M
41,2024-12-04T07:11:31Z,@vind6666,UCQT6F8hTMmEGUbjo5ktsuQg,0,Miftah Miftah,gp0o0THVR6M
42,2024-12-04T07:10:47Z,@nurdinfadilla5098,UCI2BD5dgXka33EozHWM-8Iw,2,Nah kayak gini loh yang di tolong tau cara berterima kasih..,gp0o0THVR6M
43,2024-12-04T07:07:02Z,@ArizkaNoviyanti,UCZCn14MwhAL3f3R4brzjH1w,1,Alm. Ayahku juga tumor otak😢 3 kali operasi. Operasi ke 3 meninggal,gp0o0THVR6M
44,2024-12-04T07:07:02Z,@whispersecret,UC4-Arbq0TVHy4I3AAj4fL0g,1,Pantaskah gus miftah dipanggil gus? Menjadi guru? Ga pantes,gp0o0THVR6M
45,2024-12-04T07:04:54Z,@babycatTeam,UCAlFpvaqp1pVadq4HE9_YEw,1,"om ded gw sbgai fans lu smnjak main sulap botak mata hitam 😂😂
narik mobil wkwkwkw.

knpa ortu nada kagak satu atap aja sama om dedi.
om ben ini drumer kalau gk salah ya.

gk kbayang 1 atap
azka sma nada ada 2 ortu 😂😂😂d satu rumah 😂",gp0o0THVR6M
46,2024-12-04T07:04:03Z,@nanafabss,UCDc0wxz7hARoBIHKGZmEPFQ,0,Nada putih baaangeeeet,gp0o0THVR6M
47,2024-12-04T07:03:53Z,@evinugraha8630,UCiziogah_bL9bxDoaUbksEg,0,Nada kamu punya sosok Ayah & papa yg luar biasa.....,gp0o0THVR6M
48,2024-12-04T07:00:33Z,@kakalien6858,UCau6CDm0Oeto8T5Br43el5A,0,Apa aku doang yg nonton ini sepanjang podcast sakit nahan nangis😭😭😵‍💫🤣🫶🏻🫶🏻🫶🏻,gp0o0THVR6M
49,2024-12-04T06:59:08Z,@JukapMaha,UCABWZ27gnR-uJgQOh6PW1TA,0,Dalam hati ayah nya pasti menangis 😢,gp0o0THVR6M
50,2024-12-04T06:55:18Z,@igustimadesumardika5100,UCLU4PsXBTdR-N7FpWXuhu1Q,1,Contoh manusia2 yang berperikemanusiaan...orang2 bauk,gp0o0THVR6M
51,2024-12-04T06:54:29Z,@neninenz1796,UCDKS49ymnFRfQto0VRREJgA,1,"Kereen Azka, sosok abang yg melindungi adeknya..",gp0o0THVR6M
52,2024-12-04T06:52:27Z,@Farelhidayadpratama8159,UC3EJHh3IBvMm_sbcS_g7FtQ,0,"Nanda 99% plek ayahe,gigine juga",gp0o0THVR6M
53,2024-12-04T06:51:45Z,@tikaalmaalmira2445,UCQrYbVS4Px3NybAuAZLxYPg,0,Om ded bisa ga jadi ada tulisan di ytnya biar bisa dibaca apa yg diobrolin nya,gp0o0THVR6M
54,2024-12-04T06:50:55Z,@Alettaflorist,UCwFNuNOwX0d7cp1Fa-c2McA,1,"Teruntuk om deddy,cari guru agama itu yg beradab baru berilmu,bukan seperti gus-gusan "" yg menjual agama demi kepentingan pribadi "",bahkan saya liat guru nya om ded itu bukan orang yg paham akan agama melainkan ngerti agama tapi tidak paham.

Semoga om deddy selalu di lindungi allah dan menimba ilmu agama nya kepada orang yg tepat,salam dari kabupaten pasaman,sumatera barat.",gp0o0THVR6M
55,2024-12-04T06:48:45Z,@Maulaghony786,UCGZMm5YzadEW7FjT2illp_Q,0,Akhirnya BPK kandung nada podcast.drdl penasaran,gp0o0THVR6M
56,2024-12-04T06:48:38Z,@abelchessa6255,UCPuH69TuLJeMTz3AagL7evg,0,Om ded tolong pertemukan gus miftah sama bapak penjual es di podcast,gp0o0THVR6M
57,2024-12-04T06:47:57Z,@siskamaria8884,UCCS7004zJy4U-XDQ8kG2iag,5,"Makin pulih makin sehat buat ayah Ben,, ayah the best dengan segala kesulitan dan kesakitan. Setelah ini makin happy,, Buat papa Dedy, Azka, kak Sab, sehat-sehat kalian... ❤",gp0o0THVR6M
58,2024-12-04T06:42:35Z,@HEIstory143,UCaj4l6TYZVzcLJbpxJLgrAw,1,Sepanjang video ada rasa haru dan ikut seneng dgn keharmonisan hubungan mereka ❤,gp0o0THVR6M
59,2024-12-04T06:41:37Z,@Iso481,UCJcTbR_yG2Qbf5mmRBOuWeQ,0,Haloo om ded heheee mau beli es teh? 😂,gp0o0THVR6M
60,2024-12-04T06:41:28Z,@febririan3180,UCNmn5lUHkvLjbOpl7CgZOlQ,0,Agus kameramen yang punya kameramen kemana om ded ?,gp0o0THVR6M
61,2024-12-04T06:39:05Z,@adisidik1426,UCj4xOU5Unh6Ho4IGXgz33aQ,1,"Ayah Beben tu contoh manusia yg mendahulukan adab. Tidak mrngambil kesempatan dan TAU DIRI. Saya salut, walau dia terkena cobaaan yg BERAT AMAT tp dia tetap menjaga sikap baik nya. Papa Deddy juga menenmpatkan diri dengan Baik. 
TOLONG BGT JGN KASI PANGGUNG BUAT SI GUS GUSAN MIFT4H itu. MOHON BGT JANGAN",gp0o0THVR6M
62,2024-12-04T06:35:34Z,@sutresNihero,UCHMTgxp-PUzVBXasMkwTx2A,0,"Klo agus ditolong ga begini jadinya.. 
Agos sedih",gp0o0THVR6M
63,2024-12-04T06:35:11Z,@Darren_Dominator,UCPEbwvYtVhuCcrmzUQY6F8Q,0,43:13,gp0o0THVR6M
64,2024-12-04T06:34:36Z,@KaralynLareinaShevaya,UCMJF8G6bPgH8CpkcjlkeSdg,0,"mas beben ayag tangguh, mas dedy luar biasa. sy pengen nangis",gp0o0THVR6M
65,2024-12-04T06:33:22Z,@MufliahPertama-hr8dz,UCnwfkER6bmP3xfk6Y_81gVw,0,Jangan sampai kasih kursi buat miftah klarifikasi tolong banget om deddy,gp0o0THVR6M
66,2024-12-04T06:32:00Z,@Miceshazel,UCXjGlc3l3q0oi0e5HAsbsjA,0,Nana mirip ayahnya bgt....luv,gp0o0THVR6M
67,2024-12-04T06:30:50Z,@amatirgamer18,UCoT0VI0h5GopGacW1qqirUQ,0,Tumor otak ngeri. Gw yg tumor di dalem telinga bisa idup normal tanpa efek samping pasca oprasi aja sampe 6 bulan.😢 Keep strong om.,gp0o0THVR6M
68,2024-12-04T06:29:22Z,@srysumaladewi2600,UCmdaBWRSIgUq6FKuA4uvCSw,3,"Bahagia ya Nada punya orang tua dua orang, ada ayah dan papa...Semoga ayahnya sehat sempurna dan mas Deddy juga diberi umur panjang serta sehat selalu...Amin...",gp0o0THVR6M
69,2024-12-04T06:27:03Z,@rosewhite03902,UCWb8YbZo6NEdyewODb8kPhA,0,Berasa  denger bpk2 nge gosipin anak 😂,gp0o0THVR6M
70,2024-12-04T06:26:36Z,@masbangbung4181,UC6AFgNhxc17kJdyzD6ZHiFw,0,"aku kirain Nada itu anak tirinya dedy dari istrinya sabrina, ternyata bukan ya.. ternyata anak angkat.",gp0o0THVR6M
71,2024-12-04T06:25:29Z,@putrilestari629,UCnhx4echhmmGDCSv68TA2Tw,0,"Sumpah AQ meneteskan air mata melihat ke dekatan mereka 😢😢😢
Aku sangat ingin merasakan memiliki sosok seorang ayah",gp0o0THVR6M
72,2024-12-04T06:25:19Z,@andrieputra,UC7OyfPagKzWm_gfNArRLuZw,0,tolong jangan membully yah netizen yang budiman ... nada ini diangkat anak sama om ded karna keadaan ayahnya,gp0o0THVR6M
73,2024-12-04T06:23:56Z,@santisintawati5341,UCTGuTl9geBKymV6bqHNHd1w,0,Beben t five itu yg dulu gondrong maen bass/gitar gitu bukan sih?,gp0o0THVR6M
74,2024-12-04T06:23:46Z,@Dereal5248,UCG-zEi8R0reKbYuuU0lsfZw,0,Senyum senyum nonton ini,gp0o0THVR6M
75,2024-12-04T06:23:40Z,@VionySyah,UCeAr0S8W-0zJzhhTlBn8P7g,0,Baru tau ayahnya nada ternyata artis juga di zamannya. Sehat semuanya 😇,gp0o0THVR6M
76,2024-12-04T06:20:55Z,@miaputri7961,UC_CvXN6pngmLNBal06x24uQ,0,Emang sebnerny impian stiap ank perempuan itu punya kakak laki2...karena pasti ngejagainya lebi tau selahny dr pada bpak kita soalny 1 jaman😂,gp0o0THVR6M
77,2024-12-04T06:17:52Z,@mbahgiman4952,UC_4eE1_rXCxEnZgxbw4xaSg,0,bayangin agus yang ditolong wkwk pasti nglunjak,gp0o0THVR6M
78,2024-12-04T06:17:08Z,@Shuvi123,UCCFDfUyqKe0wfSFR5izmMVQ,0,"Nah ini kl org baik ketemu org baik,  adem liatnya 🥰 kebayang kl nolongin org yg ""salah"".. nanti yg ada malah minta duit konten ratusan juta, atau malah manggil pengacara karna ngangkat anak org 😂",gp0o0THVR6M
79,2024-12-04T06:16:11Z,@2805RR,UCENfSK5Iq0zxZSW4J5dgGZQ,0,Menit 49:10 😢😢😢,gp0o0THVR6M
80,2024-12-04T06:16:02Z,@ZFR8,UCbC2zfZRLy0dnltFeObzOjQ,0,Om ded penghancur lagu (becanda),gp0o0THVR6M
81,2024-12-04T06:13:31Z,@Hamsyong-x9w,UCPNhBKbkNTAUIyY_iUaY-Vg,1,Akhirnya,gp0o0THVR6M
82,2024-12-04T06:08:38Z,@nikmilady,UCrz0RkaOLrWp-4rXtLK_b6A,0,Ternyata nada mirip ayahnya,gp0o0THVR6M
83,2024-12-04T06:07:50Z,@lujitic2089,UCd1dqisrZEdyZWiV3KZ3HJQ,0,Respect mang beben,gp0o0THVR6M
84,2024-12-04T06:03:36Z,@melianalinn1465,UC0rhksp_UvHYMh5YvVEF_8A,0,"mewek banget video ini.. kangen alm. papaku 😭

nada, you are so lucky to have 2 amazing dads. 
jadi anak 2 legend pada bidangnya tuh sesuatu banget.  manfaatkan dengan baik kesempatan yg ada",gp0o0THVR6M
85,2024-12-04T06:01:52Z,@ianchannel6120,UCTA5fnfQ8p6bJpBoZtUofJQ,1,Keren bang dedi jd orang tua angkat yg memberikan pendidikan karakter dan ttp memberikan support buat nada serta dibantu dijagaian azka yg protectif dlm arti postitif Terimakasih papah dedi dan buat nada ttp jg sayangi hormati ayah kandungnya jg ya semoga jadi anak yg rendah hati baik sholehah aamiin,gp0o0THVR6M
86,2024-12-04T06:01:38Z,@dewipku1986,UC6yxzB8oOhosHQ4P7KRgTKA,0,Om Dedy C mmng kerent … Nada kamu beruntung punya dua sosok laki2 yg hebat❤❤❤,gp0o0THVR6M
87,2024-12-04T05:58:00Z,@seungwoohangyul7076,UC-EpH9PusrQ3Xin6s50athw,0,Ngakak liat dedi cobuuzier nyanyi pas bareng nada hahahahaahha..becandain nada hehehe..tp om dedi ternyata bagus juga suaranya....uhuuy heehe,gp0o0THVR6M
88,2024-12-04T05:57:20Z,@herupurwani769,UC7rq6WUrssFdg2Kjh5nHkAw,0,"Deddy orang yg sangat baik, 
Semoga tambah sukses❤❤",gp0o0THVR6M
89,2024-12-04T05:56:44Z,@libbykayla5790,UCyvWWwUrNOFqXJYq-5RUmQg,0,Ibu nya nada Si Sabrina bukan sihhh. Serius nanya jgn di bully. Gw tuh pikir Nada ga punya bapak LG. Dedy nikahin janda mati. Ga tau nya msh ada bapak nya. Salutt bgt Sm Nada. Gw nangiss bgt pas dia ikutan acara kompetisi trs Dedy nyanggupin biaya nya nada sekolah,gp0o0THVR6M
90,2024-12-04T05:55:43Z,@resnawatiresnawati3024,UCwtSPV0_Aizht21XAjG4Ysg,0,Cocok kok jadi anak om ded nada❤...,gp0o0THVR6M
91,2024-12-04T05:54:49Z,@asihalfizah2500,UCG8R9ZPVD2X4szAQRoK1RRQ,0,"❤❤❤ KAMI NGEFANS BERAT SAMA KELUARGA INI ...NICE BANGET POKOKNYA ,SEHAT SEHAT SELALULAH KALIAN OM DADY  SEKELUARGA...ALLAH MENYERTAI KALIAN...AAMIIN",gp0o0THVR6M
92,2024-12-04T05:53:27Z,@LindaWati-uv4ui,UC1WIZbJnQ19dpQR5Nfoamag,0,"You so lucky , Nada, have two fathers❤",gp0o0THVR6M
93,2024-12-04T05:50:19Z,@melatimelangkah7400,UC1vAHkJpUUd5-V6IZlpeU4w,0,Om botak ❤,gp0o0THVR6M
94,2024-12-04T05:50:06Z,@arsskla,UC7EdoUqA89OyfVtUvEtL5VQ,0,terharu ...,gp0o0THVR6M
95,2024-12-04T05:48:46Z,@saeatributcirebon3044,UCMaPWjjAMwjxwhML9l5Ll0w,0,"aguuuuusssss.....nonton ni podcast, masih bisa denger kan lu.",gp0o0THVR6M
96,2024-12-04T05:48:12Z,@jamalbetty4575,UC8_Tq_xPdjDC7McMbBK3hxQ,0,Jad keinget hong hae in🥺,gp0o0THVR6M
97,2024-12-04T05:46:08Z,@mintulnugroho2339,UCl4eyR_Q0jfbBkeaazWFvqw,0,Nada lama2 kok mirip kak sabrina ya...,gp0o0THVR6M
98,2024-12-04T05:45:06Z,@Blueming_15,UCAF1al_UGd0iiyyOUFcHqew,0,Akhirnya bisa liat ortunya Nada. Penasaran gimana hubungan om dedy sama ortu kandungnya.,gp0o0THVR6M
99,2024-12-04T05:40:01Z,@zannariaishaq7125,UCCNy0o4te-OAYgSM8bg-o-g,0,Zikit dan baca alquran dibanyakin ayah nada yg sabar,gp0o0THVR6M
100,2024-12-04T05:35:42Z,@itsmeliaaa3391,UCQgVECq-7lrmc3zBW_SmIiw,0,MashaAllah bahagia banget nada punya 2 ayah yang sangat sayang sama dia. Yang menolong baik yang ditolong tau terimakasih. Sejuk sekali,gp0o0THVR6M
101,2024-12-04T05:33:20Z,@seungwoohangyul7076,UC-EpH9PusrQ3Xin6s50athw,0,"Ternyata nada itu muslim...masyallah...sehat sll untuk ayahnya nada...stlh denger cerita ini smg om dedi selalu  bantu ayahnya nada,.....aamiin..",gp0o0THVR6M
102,2024-12-04T05:27:16Z,@sadtanixboii,UCDWdvFdJHRarRLuDiphiP4Q,0,terharuu 🥲,gp0o0THVR6M
103,2024-12-04T05:22:36Z,@AlixxaaaAxxash,UCEuGY-O60sFk5SMPZQnhVcA,0,Dari attitude nada aja udh kliatan hebatnya ayahnya mendidik dia. Dan om deddy beruntung sih ketemu anak pinter dan berbakat kyk nada.,gp0o0THVR6M
104,2024-12-04T05:17:17Z,@ArdiHardiansyah-tk8zl,UCrO8mIASP4rlJ0AMtWjAOVw,0,Respect buat om deddy 😊,gp0o0THVR6M
105,2024-12-04T05:15:53Z,@deswikeafrida6330,UC_sa993wsCZUH6AqEp_zWwg,0,"Wahh... ada nada...
Kangen liay konten konten nada bareng azka..
 Suka liat azka jahilin nada",gp0o0THVR6M
106,2024-12-04T05:10:09Z,@Shsh7-T,UCd8sPwxgngIgAnXT7uHNA5Q,0,Nada sering ke bandung?,gp0o0THVR6M
107,2024-12-04T05:05:50Z,@arifmuhammad3565,UCFu2TEGuewvmsmzPYlvIeIg,0,"Jadi inget ayah aku dulu punya kanker ganas di otak, 24 tahun yg lalu.. di rujuk ke rs bandung, tapi entah kenapa mamah gak pernah mau berangkat, mungkin karna keterbatasan ekonomi.. Selama 2/3 tahun ayah menderita sakit, akhirnya ayah berpulang.. Miss you ayah 😢",gp0o0THVR6M
108,2024-12-04T05:01:16Z,@gredyts69,UCHGTv5Ba7gBgDrfXUR8lz8g,1,pemandangan yang indah 🙏,gp0o0THVR6M
109,2024-12-04T04:55:36Z,@canny2513,UCfADq5cObXFwN9jYZUlmnEQ,0,"Ada sedihnya,,, tapi lebih seru melihat keakraban nada sama papanya dan ayahnya...bener"" popcast yg bikin senang😊😊😊😊",gp0o0THVR6M
110,2024-12-04T04:52:04Z,@maroel325,UCupgoN1pAOjeRCvvnB_hyHg,3,"Masya Allah....ikut seneng dan bersukur melihat om Deddy sehebat itu, Nada dan ayahnya juga bisa menempatkan diri dg baik...hebat hebat",gp0o0THVR6M
111,2024-12-04T04:50:16Z,@nandaarte_24,UCrUA-lYbfr7TZivpdvIH_OA,0,Cengar cengir sendiri gua liat podcast ini😂,gp0o0THVR6M
112,2024-12-04T04:49:39Z,@anikazza,UChbq9TPM-SG49-jW7BI0wMw,0,Bahagia dan beruntungnya Nada....di kelilingi org org yg menyayangi & mencintainya....❤❤❤🎉,gp0o0THVR6M
113,2024-12-04T04:48:57Z,@ruswantir9153,UCf-P-dwBSdJYPllcG-M8Q7A,0,Pas nyanyi kok di cepetin.. kan pengen denger...😁💕,gp0o0THVR6M
114,2024-12-04T04:45:11Z,@anyputrysragen7610,UC4373NeiwVa2kNUaAhCm57w,0,Ahkir kata kata nya membikin aku meneteskan airmata . Mas Deddy  baik,gp0o0THVR6M
115,2024-12-04T04:42:30Z,@rrryoutubechanel,UC5QV5KFhe3zJDiIX6nHF-xA,0,❤❤❤❤,gp0o0THVR6M
116,2024-12-04T04:41:35Z,@ruswantir9153,UCf-P-dwBSdJYPllcG-M8Q7A,0,🥰😇,gp0o0THVR6M
117,2024-12-04T04:41:09Z,@satimlela5754,UCSTxobWhfCBWzotCZltKUsA,0,Suka bangettt liatnya❤,gp0o0THVR6M
118,2024-12-04T04:38:31Z,@depikgayo,UCwWM3fAQfeMih9gg8fw8xoQ,0,apdi<- padahal hajat ku cmn 1 studio 1 pc buat kerja sma makan sma alat2 gym :/,gp0o0THVR6M
119,2024-12-04T04:37:46Z,@depikgayo,UCwWM3fAQfeMih9gg8fw8xoQ,0,kanker pasti bg udin tuh gra2 dia kcau smua hubungan -_-,gp0o0THVR6M
120,2024-12-04T04:37:39Z,@deantasya5242,UCEnkn2HjMDdtx34eektWE6g,0,Nggak nyangka azka bakal begitu ke nada. Kirain cuek bodoamat gk peduli😂,gp0o0THVR6M
121,2024-12-04T04:37:36Z,@reihanwae5822,UCG9pIUAoNEBYZJyg88Q9q-A,0,Undang gus miftah om ded 😂,gp0o0THVR6M
122,2024-12-04T04:35:13Z,@depikgayo,UCwWM3fAQfeMih9gg8fw8xoQ,0,"dari awal napa jga om dedy -,- kirain ank bu sab :< kan jlas gni kan tnggl cari 100 cwe aku 😂😂",gp0o0THVR6M
123,2024-12-04T04:30:22Z,@adambasir6932,UCyBB2VTHLKjUUR4Map0HtAA,0,"Saya sekarang baru Paham Kenapa nada ini protektif ke Papa Dedi karena mungkin dia nggak mau Papanya sakit juga seperti ayahnya ya mungkin begadang minum minum dan segala macamnya diam agak protektif karena takut papa
 juga sakit

Jadi mungkin dia lebih protektif ke para bapaknya ini ya begini",gp0o0THVR6M
124,2024-12-04T04:25:30Z,@yoshilawatiharypuspitasari8359,UCX29bDg4Tz5BrBg5wT7mxag,0,Paling ngakak cerita soal Azka yg protective hahahahahahaha Azka jagain bgt Nada takut adek kesayangan knp2.Sukak bgt sama The Corbuziers ini sekeluarga so sweet bgt. Mana Ayah dan Papanya kompak pula wkwkwkwwkwk BTW lagu2 T-Five itu nemenin masa mudaku sehat terus ya Mas Beben. Nada:What a lucky girl you are!,gp0o0THVR6M
125,2024-12-04T04:25:15Z,@Tigaraksabacksound,UCTCiTkP7JEthDmfGKmB-jeA,0,Saya sbg seorang kakak yg memiliki adik perempuan mengerti tanggung jawab azka sbg seorang kakak 😂,gp0o0THVR6M
